доля ошибок для обучения в % : 0.22666666666666668
доля ошибок для test в %: 0.5333333333333333

по итогам анализа использую модель : RandomForestRegressor( n_estimators=50, random_state=1) # случайный лес
гипер-параметры настроены без особого упорства, главное был выбор схемы обработки результатов регрессора в классификатор, обработка входов - полиномизация (2 порядок), как результат анализа нескольких моделей предобработки 
             A            B                     C                 target_rez                my_rez
 A:-14.028056112224448  B:335.09905582708507  C:-5.971943887775552  y_true:параб.  y_pred:параб.
 A:14.06813627254509  B:333.8010690720118  C:5.93186372745491  y_true:параб.  y_pred:параб.
 A:14.108216432865731  B:332.49023096292785  C:5.891783567134269  y_true:параб.  y_pred:параб.
 A:-14.148296593186371  B:331.1665414998334  C:-5.851703406813629  y_true:параб.  y_pred:параб.
 A:14.188376753507013  B:329.8300006827282  C:5.811623246492987  y_true:параб.  y_pred:параб.
 A:-14.228456913827655  B:328.48060851161244  C:-5.771543086172345  y_true:параб.  y_pred:параб.
 A:14.268537074148297  B:327.118364986486  C:5.731462925851703  y_true:параб.  y_pred:параб.
 A:-14.308617234468937  B:325.743270107349  C:-5.691382765531063  y_true:параб.  y_pred:параб.
 A:14.348697394789578  B:324.35532387420136  C:5.651302605210422  y_true:параб.  y_pred:параб.
 A:-14.38877755511022  B:322.95452628704305  C:-5.61122244488978  y_true:параб.  y_pred:параб.
 A:-14.428857715430862  B:321.5408773458741  C:-5.571142284569138  y_true:параб.  y_pred:параб.
 A:14.468937875751502  B:320.1143770506946  C:5.531062124248498  y_true:параб.  y_pred:параб.
 A:14.509018036072144  B:318.67502540150446  C:5.490981963927856  y_true:параб.  y_pred:параб.
 A:-14.549098196392785  B:317.2228223983036  C:-5.4509018036072145  y_true:параб.  y_pred:параб.
 A:-14.589178356713425  B:315.7577680410923  C:-5.410821643286575  y_true:параб.  y_pred:параб.
 A:-14.629258517034067  B:314.2798623298702  C:-5.370741482965933  y_true:параб.  y_pred:параб.
 A:-14.669338677354709  B:312.7891052646375  C:-5.330661322645291  y_true:параб.  y_pred:параб.
 A:-14.70941883767535  B:311.2854968453942  C:-5.290581162324649  y_true:параб.  y_pred:параб.
 A:14.74949899799599  B:309.7690370721403  C:5.250501002004009  y_true:параб.  y_pred:параб.
 A:-14.789579158316633  B:308.2397259448758  C:-5.2104208416833675  y_true:параб.  y_pred:параб.
 A:-14.829659318637274  B:306.69756346360055  C:-5.170340681362726  y_true:параб.  y_pred:параб.
 A:14.869739478957916  B:305.1425496283147  C:5.130260521042084  y_true:параб.  y_pred:параб.
 A:-14.909819639278556  B:303.57468443901837  C:-5.090180360721444  y_true:параб.  y_pred:параб.
 A:-14.949899799599198  B:301.9939678957113  C:-5.050100200400802  y_true:параб.  y_pred:параб.
 A:14.98997995991984  B:300.4003999983936  C:5.01002004008016  y_true:параб.  y_pred:параб.
 A:-15.03006012024048  B:298.79398074706535  C:-4.9699398797595205  y_true:параб.  y_pred:параб.
 A:-15.070140280561121  B:297.1747101417264  C:-4.929859719438879  y_true:параб.  y_pred:параб.
 A:15.110220440881763  B:295.5425881823768  C:4.889779559118237  y_true:параб.  y_pred:параб.
 A:-15.150300601202405  B:293.8976148690166  C:-4.849699398797595  y_true:параб.  y_pred:параб.
 A:-15.190380761523045  B:292.2397902016458  C:-4.809619238476955  y_true:параб.  y_pred:параб.
 A:-15.230460921843687  B:290.56911418026436  C:-4.769539078156313  y_true:параб.  y_pred:параб.
 A:15.270541082164328  B:288.8855868048723  C:4.729458917835672  y_true:параб.  y_pred:параб.
 A:-15.31062124248497  B:287.1892080754696  C:-4.68937875751503  y_true:параб.  y_pred:параб.
 A:15.35070140280561  B:285.4799779920563  C:4.64929859719439  y_true:параб.  y_pred:параб.
 A:-15.390781563126252  B:283.75789655463234  C:-4.609218436873748  y_true:параб.  y_pred:параб.
 A:15.430861723446894  B:282.02296376319777  C:4.569138276553106  y_true:параб.  y_pred:параб.
 A:-15.470941883767534  B:280.2751796177526  C:-4.529058116232466  y_true:параб.  y_pred:параб.
 A:-15.511022044088175  B:278.5145441182968  C:-4.488977955911825  y_true:параб.  y_pred:параб.
 A:15.551102204408817  B:276.74105726483026  C:4.448897795591183  y_true:параб.  y_pred:параб.
 A:15.591182364729459  B:274.9547190573532  C:4.408817635270541  y_true:параб.  y_pred:параб.
 A:-15.631262525050099  B:273.15552949586555  C:-4.368737474949901  y_true:параб.  y_pred:параб.
 A:15.67134268537074  B:271.3434885803672  C:4.328657314629259  y_true:параб.  y_pred:параб.
 A:-15.711422845691382  B:269.5185963108582  C:-4.2885771543086175  y_true:параб.  y_pred:параб.
 A:-15.751503006012024  B:267.6808526873386  C:-4.248496993987976  y_true:параб.  y_pred:параб.
 A:15.791583166332664  B:265.83025770980845  C:4.208416833667336  y_true:параб.  y_pred:параб.
 A:-15.831663326653306  B:263.9668113782676  C:-4.168336673346694  y_true:параб.  y_pred:параб.
 A:15.871743486973948  B:262.0905136927161  C:4.128256513026052  y_true:параб.  y_pred:параб.
 A:15.911823647294588  B:260.2013646531541  C:4.088176352705412  y_true:параб.  y_pred:параб.
 A:-15.95190380761523  B:258.29936425958135  C:-4.0480961923847705  y_true:параб.  y_pred:параб.
 A:-15.991983967935871  B:256.38451251199797  C:-4.008016032064129  y_true:параб.  y_pred:параб.
 A:-16.03206412825651  B:254.45680941040405  C:-3.9679358717434887  y_true:параб.  y_pred:параб.
 A:-16.072144288577153  B:252.51625495479945  C:-3.927855711422847  y_true:параб.  y_pred:параб.
 A:-16.112224448897795  B:250.5628491451842  C:-3.887775551102205  y_true:параб.  y_pred:параб.
 A:-16.152304609218437  B:248.59659198155833  C:-3.8476953907815634  y_true:параб.  y_pred:параб.
 A:-16.19238476953908  B:246.61748346392181  C:-3.8076152304609217  y_true:параб.  y_pred:параб.
 A:16.23246492985972  B:244.6255235922747  C:3.76753507014028  y_true:параб.  y_pred:параб.
 A:-16.27254509018036  B:242.6207123666171  C:-3.7274549098196417  y_true:параб.  y_pred:параб.
 A:16.312625250501  B:240.60304978694873  C:3.687374749499  y_true:параб.  y_pred:параб.
 A:-16.352705410821642  B:238.57253585326973  C:-3.647294589178358  y_true:параб.  y_pred:параб.
 A:-16.392785571142284  B:236.5291705655801  C:-3.6072144288577164  y_true:параб.  y_pred:параб.
 A:-16.432865731462925  B:234.47295392387986  C:-3.5671342685370746  y_true:параб.  y_pred:параб.
 A:16.472945891783567  B:232.40388592816896  C:3.527054108216433  y_true:параб.  y_pred:параб.
 A:-16.51302605210421  B:230.32196657844744  C:-3.486973947895791  y_true:параб.  y_pred:параб.
 A:-16.55310621242485  B:228.2271958747153  C:-3.4468937875751493  y_true:параб.  y_pred:параб.
 A:16.59318637274549  B:226.11957381697272  C:3.406813627254511  y_true:параб.  y_pred:параб.
 A:16.63326653306613  B:223.99910040521934  C:3.3667334669338693  y_true:параб.  y_pred:параб.
 A:-16.673346693386772  B:221.86577563945534  C:-3.3266533066132276  y_true:параб.  y_pred:параб.
 A:16.713426853707414  B:219.71959951968068  C:3.286573146292586  y_true:параб.  y_pred:параб.
 A:-16.753507014028056  B:217.5605720458954  C:-3.246492985971944  y_true:параб.  y_pred:параб.
 A:16.793587174348698  B:215.38869321809952  C:3.2064128256513023  y_true:параб.  y_pred:параб.
 A:-16.83366733466934  B:213.20396303629298  C:-3.1663326653306605  y_true:параб.  y_pred:параб.
 A:-16.873747494989978  B:211.00638150047604  C:-3.1262525050100223  y_true:параб.  y_pred:параб.
 A:16.91382765531062  B:208.79594861064825  C:3.0861723446893805  y_true:параб.  y_pred:параб.
 A:-16.95390781563126  B:206.57266436680985  C:-3.0460921843687387  y_true:параб.  y_pred:параб.
 A:-16.993987975951903  B:204.33652876896082  C:-3.006012024048097  y_true:параб.  y_pred:параб.
 A:-17.034068136272545  B:202.08754181710114  C:-2.965931863727455  y_true:параб.  y_pred:параб.
 A:-17.074148296593187  B:199.82570351123087  C:-2.9258517034068134  y_true:параб.  y_pred:параб.
 A:17.11422845691383  B:197.55101385134995  C:2.8857715430861717  y_true:параб.  y_pred:параб.
 A:-17.154308617234467  B:195.2634728374586  C:-2.8456913827655335  y_true:параб.  y_pred:параб.
 A:17.19438877755511  B:192.96308046955644  C:2.8056112224448917  y_true:параб.  y_pred:параб.
 A:17.23446893787575  B:190.64983674764366  C:2.76553106212425  y_true:параб.  y_pred:параб.
 A:17.274549098196392  B:188.32374167172026  C:2.725450901803608  y_true:параб.  y_pred:параб.
 A:17.314629258517034  B:185.9847952417862  C:2.6853707414829664  y_true:параб.  y_pred:параб.
 A:-17.354709418837675  B:183.63299745784153  C:-2.6452905811623246  y_true:параб.  y_pred:параб.
 A:17.394789579158317  B:181.26834831988623  C:2.605210420841683  y_true:параб.  y_pred:параб.
 A:-17.43486973947896  B:178.8908478279203  C:-2.565130260521041  y_true:параб.  y_pred:параб.
 A:-17.474949899799597  B:176.50049598194397  C:-2.525050100200403  y_true:параб.  y_pred:параб.
 A:17.51503006012024  B:174.09729278195678  C:2.484969939879761  y_true:параб.  y_pred:параб.
 A:-17.55511022044088  B:171.681238227959  C:-2.4448897795591193  y_true:параб.  y_pred:параб.
 A:-17.595190380761522  B:169.25233231995057  C:-2.4048096192384776  y_true:параб.  y_pred:параб.
 A:-17.635270541082164  B:166.81057505793152  C:-2.364729458917836  y_true:параб.  y_pred:параб.
 A:17.675350701402806  B:164.3559664419018  C:2.324649298597194  y_true:параб.  y_pred:параб.
 A:-17.715430861723448  B:161.88850647186152  C:-2.2845691382765523  y_true:параб.  y_pred:параб.
 A:-17.755511022044086  B:159.4081951478108  C:-2.244488977955914  y_true:параб.  y_pred:параб.
 A:17.795591182364728  B:156.91503246974924  C:2.2044088176352723  y_true:параб.  y_pred:параб.
 A:17.83567134268537  B:154.40901843767705  C:2.1643286573146305  y_true:параб.  y_pred:параб.
 A:17.87575150300601  B:151.8901530515942  C:2.1242484969939888  y_true:параб.  y_pred:параб.
 A:-17.915831663326653  B:149.35843631150078  C:-2.084168336673347  y_true:параб.  y_pred:параб.
 A:-17.955911823647295  B:146.8138682173967  C:-2.0440881763527052  y_true:параб.  y_pred:параб.
 A:17.995991983967937  B:144.256448769282  C:2.0040080160320635  y_true:параб.  y_pred:параб.
 A:18.036072144288575  B:141.6861779671569  C:1.9639278557114253  y_true:параб.  y_pred:параб.
 A:-18.076152304609217  B:139.10305581102097  C:-1.9238476953907835  y_true:параб.  y_pred:параб.
 A:-18.11623246492986  B:136.50708230087437  C:-1.8837675350701417  y_true:параб.  y_pred:параб.
 A:18.1563126252505  B:133.8982574367172  C:1.8436873747495  y_true:параб.  y_pred:параб.
 A:18.196392785571142  B:131.27658121854935  C:1.8036072144288582  y_true:параб.  y_pred:параб.
 A:-18.236472945891784  B:128.6420536463709  C:-1.7635270541082164  y_true:параб.  y_pred:параб.
 A:18.276553106212425  B:125.99467472018182  C:1.7234468937875747  y_true:параб.  y_pred:параб.
 A:18.316633266533067  B:123.33444443998211  C:1.6833667334669329  y_true:параб.  y_pred:параб.
 A:18.356713426853705  B:120.661362805772  C:1.6432865731462947  y_true:параб.  y_pred:параб.
 A:-18.396793587174347  B:117.97542981755105  C:-1.603206412825653  y_true:параб.  y_pred:параб.
 A:18.43687374749499  B:115.27664547531946  C:1.5631262525050111  y_true:параб.  y_pred:параб.
 A:-18.47695390781563  B:112.56500977907723  C:-1.5230460921843694  y_true:параб.  y_pred:параб.
 A:18.517034068136272  B:109.8405227288244  C:1.4829659318637276  y_true:параб.  y_pred:параб.
 A:18.557114228456914  B:107.10318432456093  C:1.4428857715430858  y_true:параб.  y_pred:параб.
 A:18.597194388777556  B:104.35299456628682  C:1.402805611222444  y_true:параб.  y_pred:параб.
 A:-18.637274549098194  B:101.58995345400236  C:-1.3627254509018059  y_true:параб.  y_pred:параб.
 A:-18.677354709418836  B:98.814060987707  C:-1.322645290581164  y_true:параб.  y_pred:параб.
 A:-18.717434869739478  B:96.02531716740103  C:-1.2825651302605223  y_true:параб.  y_pred:параб.
 A:-18.75751503006012  B:93.22372199308442  C:-1.2424849699398806  y_true:параб.  y_pred:параб.
 A:18.79759519038076  B:90.40927546475719  C:1.2024048096192388  y_true:параб.  y_pred:параб.
 A:-18.837675350701403  B:87.58197758241934  C:-1.162324649298597  y_true:параб.  y_pred:параб.
 A:18.877755511022045  B:84.74182834607085  C:1.1222444889779553  y_true:параб.  y_pred:параб.
 A:18.917835671342683  B:81.888827755712  C:1.082164328657317  y_true:параб.  y_pred:параб.
 A:18.957915831663325  B:79.02297581134226  C:1.0420841683366753  y_true:параб.  y_pred:параб.
 A:18.997995991983966  B:76.1442725129619  C:1.0020040080160335  y_true:параб.  y_pred:параб.
 A:-19.03807615230461  B:73.25271786057091  C:-0.9619238476953917  y_true:параб.  y_pred:параб.
 A:-19.07815631262525  B:70.3483118541693  C:-0.92184368737475  y_true:параб.  y_pred:параб.
 A:19.118236472945892  B:67.43105449375706  C:0.8817635270541082  y_true:параб.  y_pred:параб.
 A:19.158316633266534  B:64.50094577933419  C:0.8416833667334664  y_true:параб.  y_pred:параб.
 A:-19.198396793587175  B:61.55798571090069  C:-0.8016032064128247  y_true:параб.  y_pred:параб.
 A:19.238476953907814  B:58.60217428845683  C:0.7615230460921865  y_true:параб.  y_pred:параб.
 A:19.278557114228455  B:55.63351151200208  C:0.7214428857715447  y_true:параб.  y_pred:параб.
 A:19.318637274549097  B:52.6519973815367  C:0.6813627254509029  y_true:параб.  y_pred:параб.
 A:-19.35871743486974  B:49.6576318970607  C:-0.6412825651302612  y_true:параб.  y_pred:параб.
 A:-19.39879759519038  B:46.650415058574076  C:-0.6012024048096194  y_true:параб.  y_pred:параб.
 A:-19.438877755511022  B:43.63034686607682  C:-0.5611222444889776  y_true:параб.  y_pred:параб.
 A:-19.478957915831664  B:40.597427319568936  C:-0.5210420841683359  y_true:параб.  y_pred:параб.
 A:-19.519038076152302  B:37.5516564190507  C:-0.48096192384769765  y_true:параб.  y_pred:параб.
 A:-19.559118236472944  B:34.49303416452156  C:-0.4408817635270559  y_true:параб.  y_pred:параб.
 A:-19.599198396793586  B:31.421560555981802  C:-0.4008016032064141  y_true:параб.  y_pred:параб.
 A:19.639278557114228  B:28.337235593431412  C:0.36072144288577235  y_true:параб.  y_pred:параб.
 A:-19.67935871743487  B:25.240059276870397  C:-0.3206412825651306  y_true:параб.  y_pred:параб.
 A:-19.71943887775551  B:22.130031606298758  C:-0.2805611222444888  y_true:параб.  y_pred:параб.
 A:-19.759519038076153  B:19.00715258171649  C:-0.24048096192384705  y_true:параб.  y_pred:параб.
 A:-19.79959919839679  B:15.871422203123872  C:-0.20040080160320883  y_true:параб.  y_pred:параб.
 A:-19.839679358717433  B:12.722840470520351  C:-0.16032064128256707  y_true:параб.  y_pred:параб.
 A:-19.879759519038075  B:9.561407383906204  C:-0.1202404809619253  y_true:параб.  y_pred:параб.
 A:19.919839679358716  B:6.387122943281429  C:0.08016032064128353  y_true:параб.  y_pred:параб.
 A:-19.95991983967936  B:3.199987148646028  C:-0.04008016032064177  y_true:параб.  y_pred:параб.
 A:-20.0  B:0.0  C:-0.0  y_true:параб.  y_pred:параб.
